pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
chtb_262-7-6,chtb_262,7,real,The entire image is very similar to a Chinese map .,The whole image looks exactly like the territory of China .,the entire image be very similar to a chinese map .,the whole image look exactly like the territory of china .,0.8333333333333334,10-10 2-2 1-1 5-5 8-9 0-0 ,{},{},{},{},{},{},{}
artb_547-6-34,artb_547,6,real,No confirmation that Lebanese air defense hit any of Israeli jets .,"No aircraft , however , was reported to have been hit .",no confirmation that lebanese air defense hit any of israeli jet .,"no aircraft , however , be report to have be hit .",0.8421052631578947,11-11 6-10 4-1 ,{},{},{},{},{},{},{}
news-C:626,news-C:626,,test,"American forces here organized the elections , which officials say are important steps toward establishing democracy in Iraq .","U.S. forces organized the elections , which officials said were a step toward establishing democracy in the nation .","american force here organize the election , which official say be important step toward establish democracy in iraq .","u.s. force organize the election , which official say be a step toward establish democracy in the nation .",0.31818181818181823,18-18 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 12-11 13-12 14-13 15-14 16-15 1-1 0-0 ,{},{},{},0-0 1-1 3-2 4-3 5-4 6-5 7-6 8-7 12-11 13-12 14-13 15-14 16-15 18-18 ,9-8 10-9 17-16 17-17 ,{},{}
urd-WL-11-174259-7756698-22-2,urd-WL-11-174259-7756698,22,real,In which the ruling party Liberal Democratic Party has lost .,"The ruling party , the G M N , was defeated .",in which the ruling party liberal democratic party have lose .,"the rule party , the g m n , be defeat .",0.8235294117647058,10-11 4-2 2-0 3-1 ,{},{},{},{},{},{},{}
AFC20040108.0016-8-0,AFC20040108.0016,8,real,"Bremer is making a peace gesture at a time when the coalition strives to comfort and reduce accumulated hatred in Saddam 's tribe , the Islamic Sunnites community .",Bremer made the reconciliatory move when the occupation alliance was trying to appease the anger of the Sunni Muslims that Hussein belonged to .,"bremer be make a peace gesture at a time when the coalition strive to comfort and reduce accumulate hatred in saddam 's tribe , the islamic sunnite community .",bremer make the reconciliatory move when the occupation alliance be try to appease the anger of the sunni muslims that hussein belong to .,0.825,28-23 9-5 10-6 11-8 2-1 0-0 5-4 12-10 26-17 18-14 25-18 13-11 ,{},{},{},{},{},{},{}
chtb_311-5-23,chtb_311,5,real,The result arrived just in time for his 20th birthday and becomes the best present for the celebration .,He used this as win as his twentieth birthday present to himself .,the result arrive just in time for his 20th birthday and become the best present for the celebration .,he use this as win a his twentieth birthday present to himself .,0.84,18-12 8-7 9-8 5-9 7-6 ,{},{},{},{},{},{},{}
news-C:326,news-C:326,,test,"'' I think it happened very quickly '' , Houston Police Department homicide investigator Phil Yochum said of the crime .","'' I think it happened very quickly '' , said Investigator Phil Yochum of the Houston Police Department 's homicide division .","'' i think it happen very quickly '' , houston police department homicide investigator phil yochum say of the crime .","'' i think it happen very quickly '' , say investigator phil yochum of the houston police department 's homicide division .",0.13636363636363635,20-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-15 10-16 11-17 13-10 14-11 15-12 17-13 18-14 16-9 12-19 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-15 10-16 11-17 12-19 13-10 14-11 15-12 16-9 20-21 ,{},{},{}
news-C:478,news-C:478,,test,"'' people who are high in positive emotions sleep better , they have better diets , they exercise more , they have lower levels of these stress hormones '' , Cohen said .","'' happy people sleep better , have better diets , exercise more and have less levels of stress hormones '' , Cohen said .","'' people who be high in positive emotion sleep good , they have good diet , they exercise more , they have low level of these stress hormone '' , cohen say .","'' happy people sleep good , have good diet , exercise more and have less level of stress hormone '' , cohen say .",0.4285714285714286,32-23 26-17 27-18 28-19 29-20 30-21 31-22 12-6 13-7 14-8 15-9 8-3 9-4 10-5 17-10 18-11 23-15 24-16 1-2 22-14 0-0 21-13 ,{},{},{},0-0 1-2 8-3 9-4 10-5 12-6 13-7 14-8 15-9 17-10 18-11 19-12 21-13 22-14 23-15 24-16 26-17 27-18 28-19 29-20 30-21 31-22 32-23 ,4-1 5-1 6-1 7-1 11-1 11-2 16-1 16-2 20-1 20-2 ,{},{}
ZBN19981026_0045-3-43,ZBN19981026_0045,3,real,"The reinforcing-bar building had 25 stores , and plastic timing explosives destroyed it .",This 25 floor building was built with reinforcing steel bars . It was the highest building that was ever dynamited with the positioned shaped charges .,"the reinforcing-bar building have 25 store , and plastic timing explosives destroy it .",this 25 floor building be build with reinforce steel bar . it be the high building that be ever dynamite with the position shape charge .,0.8275862068965517,13-25 2-15 0-13 4-1 1-9 ,{},{},{},{},{},{},{}
urd-WL-12-174261-7433644-3-5,urd-WL-12-174261-7433644,3,real,There are so many good deeds that are within everyone 's reach .,There are a lot of activities which can be carried out by anybody .,there be so many good deed that be within everyone 's reach .,there be a lot of activity which can be carry out by anybody .,0.8636363636363636,12-13 0-0 1-1 3-3 9-12 ,{},{},{},{},{},{},{}
urd-WL-72-174253-7786794-13-2,urd-WL-72-174253-7786794,13,real,Cars and houses free from tobacco stink are costlier in Europe .,Pure houses and vehicles are more valuable than those that smell of cigarette smoke .,car and house free from tobacco stink be costlier in europe .,pure house and vehicle be more valuable than those that smell of cigarette smoke .,0.8260869565217391,11-14 2-1 0-3 6-10 5-12 ,{},{},{},{},{},{},{}
news-C:1537,news-C:1537,,test,Southwest said it had already inspected its fleet of 385 aircraft and found no additional suspicious items .,Southwest said it completed inspections of its entire fleet of 385 aircraft and found no additional items .,southwest say it have already inspect it fleet of 385 aircraft and find no additional suspicious item .,southwest say it complete inspection of it entire fleet of 385 aircraft and find no additional item .,0.35,17-17 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 0-0 1-1 2-2 16-16 5-4 6-6 ,{},{},{},0-0 1-1 2-2 3-3 3-4 4-3 4-4 5-3 5-4 6-6 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 16-16 17-17 ,{},{},{}
chtb_324-12-34,chtb_324,12,real,He thought many of our players are green hand in this contest .,He mentioned that in this competition we have more new divers .,he think many of our player be green hand in this contest .,he mention that in this competition we have more new diver .,0.8095238095238095,12-11 9-3 10-4 11-5 ,{},{},{},{},{},{},{}
VOM19981115_0700_0898-14-14,VOM19981115_0700_0898,14,real,"In places where there are barricades , residents carrying big batons are driving away hordes of strangers .",The citizens dispersed a lot of strangers with big sticks when they built the roadblock .,"in place where there be barricade , resident carry big baton be drive away horde of stranger .",the citizen disperse a lot of stranger with big stick when they build the roadblock .,0.8571428571428572,17-15 15-5 16-6 10-9 9-8 5-14 7-1 ,{},{},{},{},{},{},{}
chtb_162-4-30,chtb_162,4,real,"In addition , another important topic expected to be discussed is the possibility of continued establishment of Shanghai-based joint ventures .","Additionally , the discussion meeting will explore the test establishment of a number of joint-investment enterprises in the area of foreign trade management in the future in Shanghai .","in addition , another important topic expect to be discuss be the possibility of continued establishment of shanghai-based joint venture .","additionally , the discussion meeting will explore the test establishment of a number of joint-investment enterprise in the area of foreign trade management in the future in shanghai .",0.8285714285714285,20-28 15-9 16-10 1-0 9-3 5-18 19-15 17-27 18-14 2-1 ,{},{},{},{},{},{},{}
news-C:1278,news-C:1278,,test,"'' we did not want to shut down '' , Lawrence Diamond , the CFO , said as O'Donnell lawyer Matthew Fishbein questioned him .","'' we did not want to shut down '' , Diamond testified under questioning by Matthew Fishbein , one of O'Donnell 's lawyers .","'' we do not want to shut down '' , lawrence diamond , the cfo , say a o'donnell lawyer matthew fishbein question him .","'' we do not want to shut down '' , diamond testify under question by matthew fishbein , one of o'donnell 's lawyer .",0.4285714285714286,24-23 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 20-15 21-16 16-11 11-10 22-13 18-20 19-22 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 16-11 18-20 19-22 20-15 21-16 22-13 24-23 ,23-10 ,{},{}
ZBN19981026_0045-3-39,ZBN19981026_0045,3,real,This 25-floor steel reinforced concrete plaza is the highest building which was exploded by plastic explosive at fixed points .,"The reinforcing-bar building had 25 stores , and plastic timing explosives destroyed it .",this 25-floor steel reinforce concrete plaza be the high building which be explode by plastic explosive at fixed point .,"the reinforcing-bar building have 25 store , and plastic timing explosives destroy it .",0.8620689655172413,19-13 9-2 7-0 15-10 14-8 1-4 ,{},{},{},{},{},{},{}
news-C:1376,news-C:1376,,test,"but while the prime minister 's trial judders to a halt , his co-defendants in the same case are not protected .","while he is now spared that threat , his co-defendants in the same case are not protected .","but while the prime minister 's trial judders to a halt , his co-defendant in the same case be not protect .","while he be now spar that threat , his co-defendant in the same case be not protect .",0.5384615384615384,21-17 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 ,{},{},{},1-0 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 ,{},{},{}
ZBN20020321.0004-7-5,ZBN20020321.0004,7,real,A spokesman for CFC said almost all US and ROK military units based in the Korean Peninsula are deployed in addition to the incoming US troops .,"The spokesman of the command of the joint force said , this exercise will mobilize every unit of the US army or Korea army and external American forces as well .",a spokesman for cfc say almost all u and rok military unit base in the korean peninsula be deploy in addition to the incoming u troop .,"the spokesman of the command of the joint force say , this exercise will mobilize every unit of the u army or korea army and external american force as well .",0.8292682926829268,26-30 4-9 1-1 25-20 22-18 24-19 9-22 7-26 10-23 11-16 20-29 ,{},{},{},{},{},{},{}
urd-WL-72-174253-7786794-25-0,urd-WL-72-174253-7786794,25,real,The good people who use these filthy things can be deprived of good deeds because of them .,A good person having all these bad habits can prevent you doing good work .,the good people who use these filthy thing can be deprive of good deed because of them .,a good person have all these bad habit can prevent you do good work .,0.8461538461538461,17-14 2-2 1-1 12-12 ,{},{},{},{},{},{},{}
news-C:2099,news-C:2099,,test,"the court on Monday reversed the decision of that court , the 9th U.S. Circuit Court of Appeals .","the court today reversed the decision of that court , the United States Court of Appeals for the Ninth Circuit .","the court on monday reverse the decision of that court , the 9th u.s. circuit court of appeal .","the court today reverse the decision of that court , the united state court of appeal for the ninth circuit .",0.4736842105263158,18-20 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 15-13 16-14 17-15 0-0 1-1 3-2 14-19 12-18 ,{},{},{},0-0 1-1 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-18 13-11 13-12 14-19 15-13 16-14 17-15 18-20 ,2-2 3-2 ,{},{}
ZBN19981130_0038-6-21,ZBN19981130_0038,6,real,Outsiders widely speculate Liberal Party secretary general Noda may become finance minister after Miyazawa 's resignation .,"It 's known to the external world that after Kiichi Migazawa resigned , General Secretary of the Social Democratic Party Masajuro Shiokawa would replace him .",outsider widely speculate liberal party secretary general noda may become finance minister after miyazawa 's resignation .,"it 's know to the external world that after kiichi migazawa resign , general secretary of the social democratic party masajuro shiokawa would replace him .",0.8333333333333334,16-25 5-14 6-13 4-19 15-11 ,{},{},{},{},{},{},{}
XIN20030105.0003-8-3,XIN20030105.0003,8,real,"Notwithstanding the heavy rain , the historic city of Cologne managed to get through without a calamity .",The historical city of Koln has also survived the downpour .,"notwithstanding the heavy rain , the historic city of cologne manage to get through without a calamity .",the historical city of koln have also survive the downpour .,0.8260869565217391,17-10 7-2 8-3 3-9 1-8 6-1 5-0 ,{},{},{},{},{},{},{}
VOM19981122_0900_1102-5-32,VOM19981122_0900_1102,5,real,"At present , there is no information about the two men .",The whereabouts of either of them is unknown .,"at present , there be no information about the two men .",the whereabouts of either of them be unknown .,0.8235294117647058,11-8 ,{},{},{},{},{},{},{}
VOM19981114_0900_1588-18-44,VOM19981114_0900_1588,18,real,Lafu thinks that this association is reasonable but it has not been proved so far .,"Luff thinks this connection may be possible , however , there is no proof at present .",lafu think that this association be reasonable but it have not be prove so far .,"luff think this connection may be possible , however , there be no proof at present .",0.8461538461538461,15-16 1-1 12-13 ,{},{},{},{},{},{},{}
chtb_324-3-19,chtb_324,3,real,"China 's two contestants , Lan Wei and Chen Yi , successfully entered semi-finals .",Chinese players Lan Wei and Cheng Sheng have both obtained qualification for semi-final competitions .,"china 's two contestant , lan wei and chen yi , successfully enter semi-finals .",chinese player lan wei and cheng sheng have both obtain qualification for semi-final competition .,0.84,14-14 5-2 6-3 7-4 13-12 0-0 ,{},{},{},{},{},{},{}
ZBN19981226_0005-15-15,ZBN19981226_0005,15,real,Even the smallest townhome has two parking spaces .,The bungalows with minimum floor can also park two cars .,even the small townhome have two parking space .,the bungalow with minimum floor can also park two car .,0.8235294117647058,8-10 5-8 6-7 0-6 ,{},{},{},{},{},{},{}
ZBN19981127_0096-11-36,ZBN19981127_0096,11,real,"Currently , China has a population of 1.23 billion people .",Now the population in China is 1230 million .,"currently , china have a population of 1.23 billion people .",now the population in china be 1230 million .,0.8235294117647058,10-8 2-4 5-2 ,{},{},{},{},{},{},{}
news-C:1318,news-C:1318,,test,"'' it 's obvious I 'm not riding as well as years past '' , Armstrong said at a news conference .",'' I think it 's obvious I 'm not riding as well as I have in years past .,"'' it 's obvious i 'm not rid as well a year past '' , armstrong say at a news conference .",'' i think it 's obvious i 'm not rid as well a i have in year past .,0.3913043478260869,21-18 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-16 12-17 0-0 ,{},{},{},0-0 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-16 12-17 21-18 ,{},{},{}
cmn-WL-8-89319-7817458-10-2,cmn-WL-8-89319-7817458,10,real,You should demand a little less of yourself . Making a solid study of Buffett is more than enough .,"One should lower expectations of oneself . Modestly , one should be satisfied completely with just learning from Buffett .",you should demand a little less of yourself . make a solid study of buffett be more than enough .,"one should lower expectation of oneself . modestly , one should be satisfy completely with just learn from buffett .",0.8275862068965517,19-19 14-18 12-16 5-2 ,{},{},{},{},{},{},{}
news-C:546,news-C:546,,test,the numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .,"as stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .",the number highlight a conundrum : the difficulty of classify racial and ethnic category in an increasingly fluid and multi-ethnic society .,"as stark a the number themselves , be the conundrum they highlight : the grow difficulty of classify racial and ethnic category in an increasingly fluid and multi-ethnic society .",0.2592592592592593,21-29 7-15 8-16 9-17 10-18 11-19 12-20 13-21 14-22 15-23 16-24 17-25 18-26 19-27 20-28 0-3 1-4 5-12 6-13 4-9 2-11 ,{},{},{},0-3 1-4 2-11 4-9 5-12 6-13 7-15 8-16 9-17 10-18 11-19 12-20 13-21 14-22 15-23 16-24 17-25 18-26 19-27 20-28 21-29 ,3-8 ,{},{}
ZBN19981011_0106-10-5,ZBN19981011_0106,10,real,"Therefore , the youth league calls on the Malaysians to join hands in foiling the attempt by foreign forces to create instability in the country .","Therefore , the NFYL calls upon the nation to protect the national peace and security from the damage of foreigners .","therefore , the youth league call on the malaysian to join hand in foil the attempt by foreign force to create instability in the country .","therefore , the nfyl call upon the nation to protect the national peace and security from the damage of foreigner .",0.8181818181818181,25-20 0-0 1-1 2-2 5-4 24-7 23-6 17-19 ,{},{},{},{},{},{},{}
news-C:369,news-C:369,,test,"Chirac , who can pardon a law-breaker , refused Humbert 's request last year but kept in close touch with the family .","Chirac , who has the authority to pardon law-breakers , refused Humbert 's request to be allowed to die last year but kept in close touch with the family .","chirac , who can pardon a law-breaker , refuse humbert 's request last year but keep in close touch with the family .","chirac , who have the authority to pardon law-breakers , refuse humbert 's request to be allow to die last year but keep in close touch with the family .",0.3448275862068966,22-29 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 7-9 8-10 9-11 10-12 11-13 0-0 1-1 2-2 6-8 4-7 ,{},{},{},0-0 1-1 2-2 3-3 3-4 3-5 3-6 4-7 6-8 7-9 8-10 9-11 10-12 11-13 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 ,{},{},{}
VOM19981204_0900_3361-4-28,VOM19981204_0900_3361,4,real,That meeting was interrupted due to North Korea 's demand .,"At the time , the talk broke down as a result of a demand presented by North Korea .",that meeting be interrupt due to north korea 's demand .,"at the time , the talk break down a a result of a demand present by north korea .",0.8260869565217391,10-18 6-16 7-17 9-13 3-6 ,{},{},{},{},{},{},{}
news-C:2619,news-C:2619,,test,"IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .","iac 's stock close yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","interactivecorp 's share close at $ 34.19 , down $ 2.81 , or 7.6 percent on the nasdaq stock market .",0.38095238095238093,16-20 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 2-2 3-3 1-1 ,{},{},{},1-1 2-2 3-3 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 16-20 ,0-0 ,{},{}
urd-WL-12-174261-7433643-23-5,urd-WL-12-174261-7433643,23,real,"My dear Alvi Sahib , God bless you .","Mr. Mohib Alwi thanks , may Allah reward you .","my dear alvi sahib , god bless you .","mr. mohib alwi thanks , may allah reward you .",0.8125,8-9 7-8 5-6 ,{},{},{},{},{},{},{}
news-C:2141,news-C:2141,,test,"Congress twice passed partial birth bans , but former President Bill Clinton -LRB- news - web sites -RRB- , citing the need for a health exception , vetoed both measures .","Congress passed the measure twice and President Bill Clinton -lrb- news - web sites -rrb- , citing the lack of a health exception , vetoed it .","congress twice pass partial birth ban , but former president bill clinton -lrb- news - web sit -rrb- , cite the need for a health exception , vetoed both measure .","congress pass the measure twice and president bill clinton -lrb- news - web sit -rrb- , cite the lack of a health exception , veto it .",0.4117647058823529,30-26 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 23-20 24-21 25-22 26-23 2-1 0-0 21-18 29-3 28-2 27-24 1-4 ,{},{},{},0-0 1-4 2-1 7-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 ,3-3 4-3 5-3 28-25 29-25 ,{},{}
VOM19981122_0900_1102-8-17,VOM19981122_0900_1102,8,real,"In light of the forthcoming meeting , the policy made the arrests .",Police took arrest operation aimed to this meeting .,"in light of the forthcoming meeting , the policy make the arrest .",police take arrest operation aim to this meeting .,0.8235294117647058,12-8 9-1 8-0 11-2 5-7 ,{},{},{},{},{},{},{}
urd-WL-78-174262-7455135-7-2,urd-WL-78-174262-7455135,7,real,"A few days ago , the people who were offering prayers saw this impressive sight when a praying man passed away while he was prostrating .",Those offering Salah in the Mosque of the Prophet came to see this moving scene the past days after a man died in the State of Sajdah .,"a few day ago , the people who be offer prayer saw this impressive sight when a pray man pass away while he be prostrate .",those offer salah in the mosque of the prophet come to see this move scene the past day after a man die in the state of sajdah .,0.825,25-27 18-20 16-19 2-17 9-1 11-11 19-13 12-12 ,{},{},{},{},{},{},{}
news-C:1010,news-C:1010,,test,the department also sent water and soil samples to the state health laboratory .,water samples are being sent to the state health department for analysis .,the department also send water and soil sample to the state health laboratory .,water sample be be send to the state health department for analysis .,0.4375,13-12 8-5 9-6 10-7 11-8 1-9 4-0 7-1 3-4 ,{},{},{},4-0 7-1 8-5 9-6 10-7 11-8 12-9 13-12 ,3-2 3-3 3-4 ,{},{}
chtb_290-5-43,chtb_290,5,real,"All troops should provide the security guarantee for reforming , development and stability , take part in the local economic construction , and work hard for the prosperity of the nation .",All the military should enhance the relationships between the government and the military and the relationships between the ordinary residents and the military .,"all troop should provide the security guarantee for reform , development and stability , take part in the local economic construction , and work hard for the prosperity of the nation .",all the military should enhance the relationship between the government and the military and the relationship between the ordinary resident and the military .,0.84375,31-23 1-2 18-19 2-3 ,{},{},{},{},{},{},{}
artb_045-6-25,artb_045,6,real,Anghan is distinguished by the delicacy of her tones and her vocal rhythm .,Angham distinguishes due to her intonation and accent .,anghan be distinguish by the delicacy of her tone and her vocal rhythm .,angham distinguishes due to her intonation and accent .,0.8421052631578947,13-8 2-1 8-7 ,{},{},{},{},{},{},{}
news-C:2672,news-C:2672,,test,"three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora67 '' , to extend the contest until 6 p.m. EDT Sunday .","three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora[67] '' , to extend the contest until 3 p.m. Arizona time Sunday .","three such vigilante-style attack force the hacker organizer , who identify himself only a '' eleonora67 '' , to extend the contest until 6 p.m. edt sunday .","three such vigilante-style attack force the hacker organizer , who identify himself only a '' eleonora [ 67 ] '' , to extend the contest until 3 p.m. arizona time sunday .",0.3125,27-31 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-19 17-20 18-21 19-22 20-23 21-24 22-25 26-30 24-27 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-17 17-18 18-19 19-20 20-21 21-22 22-23 24-25 26-28 ,23-24 25-26 25-27 ,{},{}
urd-WL-72-174253-7562183-28-4,urd-WL-72-174253-7562183,28,real,According to them neither will there be any day of judgment nor will anything be accountable .,"The way they see it , Doomsday will never come and judgment will never be passed .",accord to them neither will there be any day of judgment nor will anything be accountable .,"the way they see it , doomsday will never come and judgment will never be pass .",0.8461538461538461,16-16 10-11 ,{},{},{},{},{},{},{}
news-C:2291,news-C:2291,,test,similar bills passed the House twice but died in the Senate .,"two years ago , the House passed a similar version that floundered in the Senate .",similar bill pass the house twice but die in the senate .,"two year ago , the house pass a similar version that flounder in the senate .",0.631578947368421,11-15 8-12 9-13 10-14 3-4 4-5 2-6 0-8 ,{},{},{},0-8 2-6 3-4 4-5 7-11 8-12 9-13 10-14 11-15 ,1-9 ,{},{}
news-C:2150,news-C:2150,,test,"the main change , said Jim Walton , CNN 's president , is a fundamental shift in the way CNN collects its news .","the main change , said CNN president Jim Walton , was a fundamental shift in the way the network collected its news .","the main change , say jim walton , cnn 's president , be a fundamental shift in the way cnn collect it news .","the main change , say cnn president jim walton , be a fundamental shift in the way the network collect it news .",0.09523809523809523,23-22 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 0-0 1-1 2-2 3-3 4-4 20-19 21-20 22-21 5-7 6-8 8-5 10-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-7 6-8 8-5 10-6 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 20-19 21-20 22-21 23-22 ,19-18 ,{},{}
urd-WL-11-174273-7483769-23-5,urd-WL-11-174273-7483769,23,real,I was favored with epithets when I relayed some facts before this army attack .,I got some titles while I predicted some realities before the military operation .,i be favor with epithet when i relay some fact before this army attack .,i get some title while i predict some reality before the military operation .,0.8181818181818181,14-13 9-8 8-7 12-11 10-9 ,{},{},{},{},{},{},{}
chtb_248-8-44,chtb_248,8,real,Wediono agreed to pass on this opinion to the United Nations Secretary-General .,Weday olaw said that he will pass the request to the UN General Secretary .,wediono agree to pass on this opinion to the united nation secretary-general .,weday olaw say that he will pass the request to the un general secretary .,0.8181818181818181,12-14 7-9 8-10 3-6 11-13 10-11 ,{},{},{},{},{},{},{}
chtb_085-7-44,chtb_085,7,real,"After China-based General Motor 's Semi-Conductor Co. , Ltd turned to a bonded factory , a flowing capital of US $ 0.5 million was saved daily .","Express semiconductor ( China ) ltd. decreased their circulating funds by $ 500,000 US dollars per day after becoming a customs bonded factory .","after china-based general motor 's semi-conductor co. , ltd turn to a bonded factory , a flowing capital of u $ 0.5 million be save daily .","express semiconductor ( china ) ltd. decrease their circulating fund by $ 500,000 u dollar per day after become a custom bond factory .",0.8604651162790697,26-23 13-22 11-19 17-9 16-8 12-21 19-13 20-11 9-18 5-1 8-5 25-16 1-3 ,{},{},{},{},{},{},{}
cmn-WL-8-89600-7821328-22-2,cmn-WL-8-89600-7821328,22,real,"Meanwhile , the America Village and Britain Village that are used to bullying people do n't seem peaceable either even though they are wealthy .","In the Village of Mei and in the Village of Ying , two habitual bullies , life has been blessed by wealth and abundance but not necessarily by peace and harmony .","meanwhile , the america village and britain village that be use to bully people do n't seem peaceable either even though they be wealthy .","in the village of mei and in the village of ying , two habitual bully , life have be bless by wealth and abundance but not necessarily by peace and harmony .",0.825,24-31 4-2 2-1 7-8 6-10 12-14 5-5 ,{},{},{},{},{},{},{}
cmn-WL-8-89580-7853621-8-4,cmn-WL-8-89580-7853621,8,real,It seems that I have never been idle either as far as I can remember .,My memories seem to indicate that earlier vacations also were not all spent in idleness .,it seem that i have never be idle either as far a i can remember .,my memory seem to indicate that early vacation also be not all spend in idleness .,0.8518518518518519,15-15 1-2 7-14 8-8 ,{},{},{},{},{},{},{}
ZBN19981130_0038-6-23,ZBN19981130_0038,6,real,Outsiders widely speculate Liberal Party secretary general Noda may become finance minister after Miyazawa 's resignation .,There are rumors outside the party that after Kong Zhe resigns the Democratic Parties Secretary will replace him .,outsider widely speculate liberal party secretary general noda may become finance minister after miyazawa 's resignation .,there be rumor outside the party that after kong zhe resign the democratic party secretary will replace him .,0.8666666666666667,16-18 4-13 5-14 0-3 15-10 ,{},{},{},{},{},{},{}
news-C:1576,news-C:1576,,test,the panel ordered the Commerce Department to issue revised figures for the duties within 60 days .,it called on the Commerce Department to respond within 60 days .,the panel order the commerce department to issue revise figure for the duty within 60 day .,it call on the commerce department to respond within 60 day .,0.5789473684210527,16-11 3-3 4-4 5-5 6-6 13-8 14-9 15-10 ,{},{},{},2-1 2-2 3-3 4-4 5-5 6-6 13-8 14-9 15-10 16-11 ,0-0 1-0 7-7 8-7 9-7 10-7 11-7 12-7 ,{},{}
ZBN19981026_0045-5-15,ZBN19981026_0045,5,real,"In the sound of the implosions that used 1,215 kilograms of plastic explosives , the building was finally reduced to 306 million kilograms of rubble .","In the explosion of the 1215-kilogram moulding dynamite , it eventually turned into a pile of 0.36 billion-kilogram debris .","in the sound of the implosion that use 1,215 kilogram of plastic explosive , the building be finally reduce to 306 million kilogram of rubble .","in the explosion of the 1215-kilogram moulding dynamite , it eventually turn into a pile of 0.36 billion-kilogram debris .",0.8529411764705882,25-19 0-0 1-1 3-3 4-4 12-2 17-10 24-18 9-5 9-17 23-15 ,{},{},{},{},{},{},{}
XIN20030601.001-4-1,XIN20030601.001,4,real,We need to have a comprehensive and in depth study on this topic and make concerted efforts to resolve the issue .,We should carry out an all-round and profound discussion of this theme and work as one to settle this problem .,we need to have a comprehensive and in depth study on this topic and make concerted effort to resolve the issue .,we should carry out an all-round and profound discussion of this theme and work as one to settle this problem .,0.8529411764705882,21-20 18-17 17-16 20-19 14-2 12-11 11-10 5-5 16-13 6-6 4-4 13-12 ,{},{},{},{},{},{},{}
news-C:2493,news-C:2493,,test,Mr. Rowland attended a party in South Windsor for the families of Connecticut National Guard soldiers called to active duty .,Rowland was making an appearance at a holiday party for families of Connecticut National Guard soldiers assigned to duty in Iraq and Afghanistan .,mr. rowland attend a party in south windsor for the family of connecticut national guard soldier call to active duty .,rowland be make an appearance at a holiday party for family of connecticut national guard soldier assign to duty in iraq and afghanistan .,0.5483870967741935,20-23 10-10 11-11 12-12 13-13 14-14 15-15 4-8 3-6 1-0 19-18 8-9 17-17 ,{},{},{},0-0 1-0 2-1 2-2 2-3 2-4 2-5 3-6 4-8 8-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 19-18 20-23 ,{},{},{}
