pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
urd-NG-102-174502-11516165-post13-5-0,urd-NG-102-174502-11516165-post13,5,HITInput,It does n't seem to be a period of colonization .,Colonial regime is apparently not seen .,it do n't seem to be a period of colonization .,colonial regime be apparently not see .,0.875,4,9-0 10-6,,,,,,,
ZBN19981026_0045-5-37,ZBN19981026_0045,5,HITInput,"With the sound of the blast of 1,215 kg of plastic explosives , the building was finally reduced to 360,000,000 kg of rubble .","In the explosion of the 1215-kilogram moulding dynamite , it eventually turned into a pile of 0.36 billion-kilogram debris .","with the sound of the blast of 1,215 kg of plastic explosive , the building be finally reduce to 360,000,000 kg of rubble .","in the explosion of the 1215-kilogram moulding dynamite , it eventually turn into a pile of 0.36 billion-kilogram debris .",0.875,4,4-4 5-2 22-18 3-3 16-10 23-19 21-15,,,,,,,
urd-WL-83-174268-11364090-post9-8-2,urd-WL-83-174268-11364090-post9,8,HITInput,Centuries have passed since I 've written so much .,It took ages to write this little .,century have pass since i 've write so much .,it take age to write this little .,0.875,2,6-4 0-2 8-6 9-7,,,,,,,
cmn-WL-8-89600-7821328-21-4,cmn-WL-8-89600-7821328,21,HITInput,"If you continue to create an uproar and try to revolt , you will be unavoidably killed !",Do n't you dare to further instigate a revolution ! That will deny you a chance to escape the fate of decapitation .,"if you continue to create an uproar and try to revolt , you will be unavoidably kill !",do n't you dare to further instigate a revolution ! that will deny you a chance to escape the fate of decapitation .,0.875,5,10-8 17-22,,,,,,,
XIN20020330.0095-2-4,XIN20020330.0095,2,HITInput,Permanent representatives of twenty-two member states attended the meeting .,22 Arab countries took part inthe meeting .,permanent representative of twenty-two member state attend the meeting .,22 arab country take part inthe meeting .,0.875,2,8-6 3-0 9-7 5-2,,,,,,,
chtb_324-10-16,chtb_324,10,HITInput,They have more indoor training at home .,Most of the time they practice indoors in China .,they have more indoor training at home .,most of the time they practice indoors in china .,0.875,2,3-6 7-9,,,,,,,
CCTV4_NEWS3_CMN_20060217_075800_447_833.qrtr-62-1,CCTV4_NEWS3_CMN_20060217_075800_447_833.qrtr,62,HITInput,They do n't take this organization as a really crucial factor .,"As for the group , uh , they are not regarding it as an especially key aspect .",they do n't take this organization a a really crucial factor .,"a for the group , uh , they be not regard it a an especially key aspect .",0.875,6,11-17 10-16 5-3 7-13 6-12 9-15,,,,,,,
urd-NG-102-174502-11516165-post13-5-0,urd-NG-102-174502-11516165-post13,5,HITInput,It does n't seem to be a period of colonization .,Colonial regime is apparently not seen .,it do n't seem to be a period of colonization .,colonial regime be apparently not see .,0.875,4,9-0 10-6,,,,,,,
chtb_324-10-14,chtb_324,10,HITInput,They have more indoor training at home .,`` They were used to practicing indoors in China .,they have more indoor training at home .,`` they be use to practice indoors in china .,0.875,2,3-6 7-9,,,,,,,
urd-WL-80-174265-7496746-18-3,urd-WL-80-174265-7496746,18,HITInput,High volume sounds of Naats ( poetic lines in praise of Prophet Mohammad ) were going on .,The Naat was being recited continuously in a deep voice .,high volume sound of naats ( poetic line in praise of prophet mohammad ) be go on .,the naat be be recite continuously in a deep voice .,0.875,7,4-1 2-9 17-10,,,,,,,
artb_500-5-42,artb_500,5,HITInput,He added : `` We have no likelyhood of being targeted by terrorism . '',"Despite that , there is not the slightest chance for terrorism .",he add : `` we have no likelyhood of be target by terrorism . '',"despite that , there be not the slight chance for terrorism .",0.875,3,12-10 13-11,,,,,,,
groups.google.com_goodarticles_f1009483f7a289df_CMN_20060208_091400-19-5,groups.google.com_goodarticles_f1009483f7a289df_CMN_20060208_091400,19,HITInput,But other analysts strongly disagree .,"However , there are also analysts who do n't think so .",but other analyst strongly disagree .,"however , there be also analyst who do n't think so .",0.875,6,5-11 2-5,,,,,,,
artb_S01-6-43,artb_S01,6,HITInput,She has a swelling because of a kidney disease .,The swelling is caused by a renal infection .,she have a swell because of a kidney disease .,the swelling be cause by a renal infection .,0.875,1,9-8 8-7 3-1 6-5 7-6,,,,,,,
chtb_324-10-5,chtb_324,10,HITInput,`` They train mostly indoors back in China .,They do much more training indoor at home .,`` they train mostly indoors back in china .,they do much more training indoor at home .,0.875,0,5-7 8-8 4-5 2-4,,,,,,,
groups.google.com_greenpartycn_6053475d4e68ca65_CMN_20060217_101400-18-3,groups.google.com_greenpartycn_6053475d4e68ca65_CMN_20060217_101400,18,HITInput,Qin Shihuang was an open tyranny and the Confucian Sage privately washed brains .,"While Qin Shi Huang persecuted openly , Confucius brainwashed under the table .",qin shihuang be an open tyranny and the confucian sage privately wash brain .,"while qin shi huang persecute openly , confucius brainwash under the table .",0.875,1,4-5 8-7 13-12 0-1,,,,,,,
urd-NG-102-174502-11516120-post214-5-0,urd-NG-102-174502-11516120-post214,5,HITInput,Hit on the head with full force and then do n't even let weep over it . Inflicting all-around abuse and wo n't let you complain either .,They beat us and we are n't even allowed to cry .,hit on the head with full force and then do n't even let weep over it . inflict all-around abuse and wo n't let you complain either .,they beat u and we be n't even allow to cry .,0.875,16,9-5 27-11 7-3 11-7 12-8 13-10 10-6 0-1,,,,,,,
cmn-NG-4-76721-7410847-13-4,cmn-NG-4-76721-7410847,13,HITInput,`` How can I make myself so happy again ? '',"What will be able to make me experience , once again , the happiness of yore ?",`` how can i make myself so happy again ? '',"what will be able to make me experience , once again , the happiness of yore ?",0.875,6,7-13 4-5,,,,,,,
DEW_URD_20090106.0006-14-2,DEW_URD_20090106.0006,14,HITInput,"However , both Foreign Ministers are making different statements about the war in the Middle East .",It is a particularly delicate situation because Kouchner and Schwarzenberg take very different public stances on the Mideast conflict .,"however , both foreign minister be make different statement about the war in the middle east .",it be a particularly delicate situation because kouchner and schwarzenberg take very different public stance on the mideast conflict .,0.875,3,6-10 10-16 11-18 7-12 15-17 16-19,,,,,,,
urd-WL-80-174265-7496746-26-5,urd-WL-80-174265-7496746,26,HITInput,Do we have to learn from the Prophet alone about how to handle such things ?,Does the way of the Holy Prophet not teach us the same lessons .,do we have to learn from the prophet alone about how to handle such thing ?,do the way of the holy prophet not teach u the same lesson .,0.875,2,4-8 6-4 7-6,,,,,,,
groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000-127-4,groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000,127,HITInput,.. Only twice on her knees .. to intercede for her ..,"Just two , that would intervene for her ...",.. only twice on her knee .. to intercede for her ..,"just two , that would intervene for her ...",0.875,3,12-7 11-6 10-5,,,,,,,
VOM19981122_0900_1102-5-8,VOM19981122_0900_1102,5,HITInput,"So far , their whereabouts are unknown .",At the present time nobody know where they are .,"so far , their whereabouts be unknown .",at the present time nobody know where they be .,0.875,2,7-9,,,,,,,
artb_500-5-29,artb_500,5,HITInput,In spite of this we do not have the slightest chance of terrorism occurring .,"There 's very little possibility of terrorism happening here , nonetheless '' .",in spite of this we do not have the slight chance of terrorism occur .,"there 's very little possibility of terrorism happen here , nonetheless '' .",0.875,2,9-3 10-4 11-5 13-7 12-6 14-12,,,,,,,
GMW_CMN_20070712.0030-9-2,GMW_CMN_20070712.0030,9,HITInput,"There are more scenarios of this kind after you go through the gate , which completely ruins even your best mood .","The situation increases once one enters the door . No matter how bright one 's mood is , it will still be spoiled and one will feel insipid .","there be more scenario of this kind after you go through the gate , which completely ruin even your best mood .","the situation increase once one enter the door . no matter how bright one 's mood be , it will still be spoil and one will feel insipid .",0.875,7,9-5 17-20 7-3 16-22 3-1 19-12 11-6 20-15 12-7 21-28,,,,,,,
urd-WL-86-174276-7483885-5-2,urd-WL-86-174276-7483885,5,HITInput,WADA had filed a suit against their exoneration .,WADA made an appeal against the acquittal of Shoeb Akhter and Mohammed Asif in the International Arbitration Court .,wada have file a suit against their exoneration .,wada make an appeal against the acquittal of shoeb akhter and mohammed asif in the international arbitration court .,0.875,10,5-4 2-1 0-0 8-18 7-6 3-2,,,,,,,
artb_500-5-23,artb_500,5,HITInput,We do not have the slightest chance of being attacked by terrorists . '',"There 's very little possibility of terrorism happening here , nonetheless '' .",we do not have the slight chance of be attack by terrorist . '',"there 's very little possibility of terrorism happen here , nonetheless '' .",0.875,1,12-12 5-3 7-5 11-6 13-11 6-4,,,,,,,
ZBN19981229_0043-6-18,ZBN19981229_0043,6,HITInput,"As soon as Thailand finds any foreign-armed personnel within the territory of Thailand , the authority will confiscate their weapons and prosecute them .","Once any armed foreign person were to be discovered undertaking such activities in Thailand , Thailand would disarm and deal with him according to law .","as soon a thailand find any foreign-armed personnel within the territory of thailand , the authority will confiscate their weapon and prosecute them .","once any armed foreign person be to be discover undertaking such activity in thailand , thailand would disarm and deal with him accord to law .",0.875,2,5-1 12-13 4-8 23-25 7-4 13-14 3-15 6-2 6-3,,,,,,,
urd-WL-78-174262-7455135-8-1,urd-WL-78-174262-7455135,8,HITInput,"To watch this moving spectacle , the security officials and praying people thronged the place .",There was a crowd gathering to get a chance to see this scene .,"to watch this move spectacle , the security official and pray people throng the place .",there be a crowd gathering to get a chance to see this scene .,0.875,2,0-9 15-13 2-11 14-12 12-3 1-10,,,,,,,
PHOENIX_GOODMORNCN_CMN_20060213_185800_1506_1664.qrtr-3-1,PHOENIX_GOODMORNCN_CMN_20060213_185800_1506_1664.qrtr,3,HITInput,"However , along the way , this process has aroused a lot of controversy and undergone many twists and turns .","But , heated debates erupted during the process , which ran into one obstacle after another .","however , along the way , this process have arouse a lot of controversy and undergone many twist and turn .","but , heat debate erupt during the process , which run into one obstacle after another .",0.8709677419354839,4,13-3 7-7 20-16,,,,,,,
cmn-WL-8-89600-7821328-21-0,cmn-WL-8-89600-7821328,21,HITInput,"If you talk about calling for a revolution again , you 'll have no way of avoiding the chop !","If you continue to create an uproar and try to revolt , you will be unavoidably killed !","if you talk about call for a revolution again , you 'll have no way of avoid the chop !","if you continue to create an uproar and try to revolt , you will be unavoidably kill !",0.8709677419354839,2,10-12 0-0 1-1 19-17 7-10 9-11,,,,,,,
chtb_245-4-29,chtb_245,4,HITInput,Maclaren also reiterated his support to the restoration of China 's contracting party position in GATT and original member-state in WTO .,Mike Laren readdressed support for including China as a member of world trading organizations .,maclaren also reiterate his support to the restoration of china 's contract party position in gatt and original member-state in wto .,mike laren readdressed support for include china a a member of world trading organization .,0.8709677419354839,7,18-9 21-14 12-5 4-3 9-6,,,,,,,
urd-WL-70-166999-7483775-28-5,urd-WL-70-166999-7483775,28,HITInput,"We said to the evil-mouthed fellow without anger , `` Please do n't show such evil manners any more .","I scolded this outspoken fellow , slightly angrily , asking him to stop being silly .","we say to the evil-mouthed fellow without anger , `` please do n't show such evil manner any more .","i scold this outspoken fellow , slightly angrily , ask him to stop be silly .",0.8709677419354839,4,19-15 5-4 10-9,,,,,,,
chtb_262-4-8,chtb_262,4,HITInput,The center of the Yuhua stone bears an image which very much resembles the territory of the People 's Republic of China .,In the middle of this piece of Yuhuashi there appears to be a very clear map of the PRC .,the center of the yuhua stone bear an image which very much resemble the territory of the people 's republic of china .,in the middle of this piece of yuhuashi there appear to be a very clear map of the prc .,0.8709677419354839,3,22-19 3-17 2-16 21-18,,,,,,,
cmn-WL-8-89585-7834330-19-4,cmn-WL-8-89585-7834330,19,HITInput,"The circles that come into view besides creating an effect of radioactive dizziness on me , they have no other function at all .",The eye-full of circles makes you nothing else but dizzy .,"the circle that come into view besides create an effect of radioactive dizziness on me , they have no other function at all .",the eye-full of circle make you nothing else but dizzy .,0.8709677419354839,13,23-10 1-3 7-4 12-9,,,,,,,
urd-WL-70-166999-7483775-23-2,urd-WL-70-166999-7483775,23,HITInput,"Very often , we do n't get frank with big mouths because one has to guard one 's honor .",I usually try not to respond to outspoken people because you should have respect for yourself .,"very often , we do n't get frank with big mouth because one have to guard one 's honor .",i usually try not to respond to outspoken people because you should have respect for yourself .,0.8709677419354839,3,1-1 19-16 7-7,,,,,,,
VOM19981115_0700_0898-14-21,VOM19981115_0700_0898,14,HITInput,Many roadblocks have been set up in different areas and residents are carrying big wooden rods to drive away strangers .,The citizens dispersed a lot of strangers with big sticks when they built the roadblock .,many roadblock have be set up in different area and resident be carry big wooden rod to drive away stranger .,the citizen disperse a lot of stranger with big stick when they build the roadblock .,0.8709677419354839,5,15-9 0-4 19-6 1-14 20-15 10-1 13-8,,,,,,,
VOM19981231_0700_0197-2-5,VOM19981231_0700_0197,2,HITInput,Four tourists were killed in Tuesday 's gun fight . Twelve people managed to escape .,"4 died in the gunfight , and 12 were saved .",four tourist be kill in tuesday 's gun fight . twelve people manage to escape .,"4 die in the gunfight , and 12 be save .",0.8695652173913043,5,4-2 0-0 2-8 3-1 15-10 10-7,,,,,,,
groups.yahoo.com_Yamuslim_9260_ARB_20060210_130300-46-1,groups.yahoo.com_Yamuslim_9260_ARB_20060210_130300,46,HITInput,"He said a word , what pleases me is what there is for me is life !",He said something to me that made me happy and meant the world to me .,"he say a word , what please me be what there be for me be life !",he say something to me that make me happy and mean the world to me .,0.8695652173913043,1,0-0 1-1 3-6 7-7 16-15 6-8 13-4,,,,,,,
urd-WL-77-174260-7483866-22-3,urd-WL-77-174260-7483866,22,HITInput,"In fact , the military should give up harassing the masses after this defeat .",The Army should really leave the country and release it to the people .,"in fact , the military should give up harass the mass after this defeat .",the army should really leave the country and release it to the people .,0.8695652173913043,1,4-1 5-2 14-13 3-0,,,,,,,
chtb_168-11-41,chtb_168,11,HITInput,He also hoped that the cooperations could develop continuously and fruitfully .,Hopefully this cooperative relationship will continue to develop and lead to a fruitful harvest .,he also hop that the cooperation could develop continuously and fruitfully .,hopefully this cooperative relationship will continue to develop and lead to a fruitful harvest .,0.8695652173913043,3,10-12 11-14 5-2 7-7 8-5,,,,,,,
BBC_URD_20090120.0023-8-2,BBC_URD_20090120.0023,8,HITInput,He said that Martin Luther King spent serving many people .,He described Dr. King 's life as one lived in loving service to others .,he say that martin luther king spend serve many people .,he describe dr. king 's life a one live in love service to others .,0.8695652173913043,4,7-11 5-3 10-14,,,,,,,
BBC_URD_20090120.0023-8-2,BBC_URD_20090120.0023,8,HITInput,He said that Martin Luther King spent serving many people .,He described Dr. King 's life as one lived in loving service to others .,he say that martin luther king spend serve many people .,he describe dr. king 's life a one live in love service to others .,0.8695652173913043,4,7-11 5-3 10-14,,,,,,,
XIN20030131.0066-5-4,XIN20030131.0066,5,HITInput,The numbers symbolized a less than robust spending in festival seasons in America .,This is a very apparent mark that the holiday consumption was not hot .,the number symbolize a less than robust spending in festival season in america .,this be a very apparent mark that the holiday consumption be not hot .,0.8695652173913043,0,9-8 7-9 13-13,,,,,,,
chtb_023-5-32,chtb_023,5,HITInput,TVEs create about one third of Fujian 's GDP .,The gross national product of the industry of villages and towns made up 1/3 of the GNP of Fujian Province .,tves create about one third of fujian 's gdp .,the gross national product of the industry of village and town make up 1/3 of the gnp of fujian province .,0.8695652173913043,11,6-18 1-11 8-16 9-20 5-17,,,,,,,
urd-WL-76-174284-7596494-18-0,urd-WL-76-174284-7596494,18,HITInput,At last the first signs of spring appear after the long hard frost .,"In the season of grieves , there was a voice of fresh blossom .",at last the first sign of spring appear after the long hard frost .,"in the season of grief , there be a voice of fresh blossom .",0.8695652173913043,0,13-13,,,,,,,
chtb_248-8-39,chtb_248,8,HITInput,Widyono agreed to forward the request to the UN Secretary General .,Ouch Borith expressed that he would pass on the suggestion to the Secretary-General of the United Nations .,widyono agree to forward the request to the un secretary general .,ouch borith express that he would pass on the suggestion to the secretary-general of the united nation .,0.8695652173913043,6,6-10 10-12 11-17 8-16 3-6 7-11 9-12,,,,,,,
VOM19981204_0900_3361-5-42,VOM19981204_0900_3361,5,HITInput,"North Korea requested that under the circumstances America provides $ 300 million , North Korea would guarantee the inspectors went to the place and examined the place .",North Korea demanded the US to supply 3 billion dollars as an exchange for the exminers to enter all the spots concerned for the examination .,"north korea request that under the circumstance america provide $ 300 million , north korea would guarantee the inspector go to the place and examine the place .",north korea demand the u to supply 3 billion dollar a an exchange for the exminers to enter all the spot concern for the examination .,0.868421052631579,2,2-2 0-0 22-20 5-3 1-1 19-17 21-19 7-4 9-9 20-16 27-25 8-6 24-24,,,,,,,
chtb_168-8-11,chtb_168,8,HITInput,The 90s witnessed a closer cooperation between the two parties .,"In 1990s , this cooperation deepened .",the 90 witness a close cooperation between the two party .,"in 1990s , this cooperation deepen .",0.8666666666666667,4,1-1 5-4 10-6,,,,,,,
chtb_324-10-22,chtb_324,10,HITInput,They have most of their training indoor in China .,At home they trained mostly indoors .,they have most of their training indoor in china .,at home they train mostly indoors .,0.8666666666666667,3,4-2 6-5 5-3 9-6,,,,,,,
urd-NG-102-174502-11516154-post58-3-2,urd-NG-102-174502-11516154-post58,3,HITInput,It should go this way or the other .,Now a decisive battle should be fought .,it should go this way or the other .,now a decisive battle should be fight .,0.8666666666666667,1,8-7,,,,,,,
groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000-125-3,groups.google.com_kholoudalrouh_c53489b6b668d438_ARB_20060217_083000,125,HITInput,If only she prayed in this life ..,She wished she had prayed to God during her life..,if only she pray in this life ..,she wish she have pray to god during her life..,0.8666666666666667,2,3-4 7-10 6-9 4-7 8-11,,,,,,,
XIN20020410.0043-5-2,XIN20020410.0043,5,HITInput,The Syrian team defeated the Iranians 110-92 and won the third place .,Syria defeated Iran by 110:92 .,the syrian team defeat the iranian 110-92 and win the third place .,syria defeat iran by 110:92 .,0.8666666666666667,7,1-0 12-5 3-1 5-2,,,,,,,
urd-NG-102-174502-11516120-post42-5-1,urd-NG-102-174502-11516120-post42,5,HITInput,There is a need to use them effectively .,All that is required is the proper usage .,there be a need to use them effectively .,all that be require be the proper usage .,0.8666666666666667,0,3-3 5-7 8-8,,,,,,,
artb_045-6-30,artb_045,6,HITInput,Angham has excellent voice with fine tones .,Angham distinguishes due to her intonation and accent .,angham have excellent voice with fine tone .,angham distinguishes due to her intonation and accent .,0.8666666666666667,1,6-7 7-8 0-0,,,,,,,
chtb_168-11-19,chtb_168,11,HITInput,"It is hoped that economic cooperation will further develop , which can bring fruitful results to both sides .",Let us hope that such cooperative relations will continuously develop and yield rich fruit .,"it be hop that economic cooperation will far develop , which can bring fruitful result to both side .",let u hope that such cooperative relation will continuously develop and yield rich fruit .,0.8666666666666667,4,2-2 5-5 3-3 18-14 13-13 8-9 6-7,,,,,,,
urd-WL-90-174283-7720336-38-4,urd-WL-90-174283-7720336,38,HITInput,Because I have heard that aitras was pronounced as aitraaz !,Because Etraz has an objection .,because i have hear that aitras be pronounce a aitraaz !,because etraz have an objection .,0.8666666666666667,5,10-5,,,,,,,
chtb_324-10-0,chtb_324,10,HITInput,`` They train mostly indoors back in China .,They have more indoor training at home .,`` they train mostly indoors back in china .,they have more indoor training at home .,0.8666666666666667,1,8-7 4-3 2-4 5-6,,,,,,,
urd-WL-12-174278-7594552-13-1,urd-WL-12-174278-7594552,13,HITInput,Medina 12 : The black seed unblocks the menstruation .,Madiana 13 : Klongi cures menopausal symptoms .,medina 12 : the black seed unblock the menstruation .,madiana 13 : klongi cure menopausal symptom .,0.8666666666666667,2,9-7,,,,,,,
AFC20041222.0038-3-0,AFC20041222.0038,3,HITInput,Sixty-five-year-old Poe was a defeated presidential candidate .,"Poe , 65 , had unsuccessfully run for president .",sixty-five-year-old poe be a defeated presidential candidate .,"poe , 65 , have unsuccessfully run for president .",0.8666666666666667,2,1-0 7-9 5-8,,,,,,,
urd-NG-102-174502-11516154-post58-3-2,urd-NG-102-174502-11516154-post58,3,HITInput,It should go this way or the other .,Now a decisive battle should be fought .,it should go this way or the other .,now a decisive battle should be fight .,0.8666666666666667,1,8-7,,,,,,,
ZBN19981130_0038-6-23,ZBN19981130_0038,6,HITInput,Outsiders widely speculate Liberal Party secretary general Noda may become finance minister after Miyazawa 's resignation .,There are rumors outside the party that after Kong Zhe resigns the Democratic Parties Secretary will replace him .,outsider widely speculate liberal party secretary general noda may become finance minister after miyazawa 's resignation .,there be rumor outside the party that after kong zhe resign the democratic party secretary will replace him .,0.8666666666666667,2,16-18 4-13 15-10 5-14 0-3,,,,,,,
AFC20041216.0040-9-3,AFC20041216.0040,9,HITInput,But Powell still did not want to make any commitment .,"However , Powell remained non-committal .",but powell still do not want to make any commitment .,"however , powell remain non-committal .",0.8666666666666667,5,2-0 1-2 10-5,,,,,,,
ZBN19981111_0041-6-19,ZBN19981111_0041,6,HITInput,Most people guess the Board will favor another cut to stabilize the economy .,It is generally conjectured that the Federal Reserve will decide to drop interest rates again in order to maintain economic stability .,most people guess the board will favor another cut to stabilize the economy .,it be generally conjecture that the federal reserve will decide to drop interest rate again in order to maintain economic stability .,0.8666666666666667,8,13-21 12-19 10-20,,,,,,,
arb-NG-2-76511-7419693-3-4,arb-NG-2-76511-7419693,3,HITInput,And prior to that it donated 5 million dollars in cash for the same reason .,"They should be given basic military training , and a unified uniform similar to the Army 's uniforms .",and prior to that it donate 5 million dollar in cash for the same reason .,"they should be give basic military training , and a unified uniform similar to the army 's uniform .",0.8666666666666667,3,15-18 5-3,,,,,,,
chtb_225-5-34,chtb_225,5,HITInput,"The majority decision does not accept this division , and also terminates the entire peaceful project . ''","However , the national vote against the proposed borders means the end of the whole peace plan too '' .","the majority decision do not accept this division , and also terminate the entire peaceful project . ''","however , the national vote against the proposed border mean the end of the whole peace plan too '' .",0.8666666666666667,2,11-11 12-13 17-18 13-14 15-16 16-19 14-15,,,,,,,
artb_500-5-12,artb_500,5,HITInput,"And in spite of that , terrorism does not stand the least chance to take place .",`` There is not even the slightest possibility that we will come under terrorist attack . '',"and in spite of that , terrorism do not stand the least chance to take place .",`` there be not even the slight possibility that we will come under terrorist attack . '',0.8666666666666667,0,6-13 11-6 16-15 12-7 10-5 14-11,,,,,,,
ZBN20020321.0001-6-0,ZBN20020321.0001,6,HITInput,`` Strip alert '' means that planes are kept in readiness for emergent take-off at any time .,'Strip alerts ' refer to warplanes at ready-to-go condition that can take off at short notices .,`` strip alert '' mean that plane be keep in readiness for emergent take-off at any time .,'strip alert ' refer to warplane at ready-to-go condition that can take off at short notice .,0.8666666666666667,1,2-2 4-4 1-1 13-13 13-12 6-6 17-17 14-14,,,,,,,
urd-NG-102-174502-11516120-post42-5-1,urd-NG-102-174502-11516120-post42,5,HITInput,There is a need to use them effectively .,All that is required is the proper usage .,there be a need to use them effectively .,all that be require be the proper usage .,0.8666666666666667,0,3-3 5-7 8-8,,,,,,,
XIN20030105.0003-8-4,XIN20030105.0003,8,HITInput,"Notwithstanding the heavy rain , the historic city of Cologne managed to get through without a calamity .",Historically prestigious city Kolong survived the storm .,"notwithstanding the heavy rain , the historic city of cologne manage to get through without a calamity .",historically prestigious city kolong survive the storm .,0.8636363636363636,10,17-7 3-6 1-5 6-0 7-2,,,,,,,
urd-WL-11-174274-7483801-10-4,urd-WL-11-174274-7483801,10,HITInput,"Other than this , I had no idea what internet was ?",It was the only part of the Internet I knew how to use .,"other than this , i have no idea what internet be ?",it be the only part of the internet i know how to use .,0.8636363636363636,2,9-7,,,,,,,
VOM19981122_0900_1102-1-36,VOM19981122_0900_1102,1,HITInput,"To all of our listeners , now let 's take a look at the situation in China .",Here is the news about China .,"to all of our listener , now let 's take a look at the situation in china .",here be the news about china .,0.8636363636363636,11,17-6 16-5,,,,,,,
chtb_262-1-43,chtb_262,1,HITInput,"Rain-flower Stone , `` the Five Features ' Stone of the Divine Land `` appeared in the world .",A real stone `` Shenzhouwujueshi '' Yuhuashi was discovered .,"rain-flower stone , `` the five feature ' stone of the divine land `` appear in the world .",a real stone `` shenzhouwujueshi '' yuhuashi be discover .,0.8636363636363636,9,18-9 1-2 3-3,,,,,,,
VOA_URD_20070708.0003-3-4,VOA_URD_20070708.0003,3,HITInput,About 100 million voted through internet and telephone .,Almost 10 billion people expressed their opinions on these wonders by cell phone and Internet .,about 100 million vote through internet and telephone .,almost 10 billion people express their opinion on these wonder by cell phone and internet .,0.8636363636363636,7,8-15 5-14 7-12,,,,,,,
ZBN20020317.0003-13-4,ZBN20020317.0003,13,HITInput,"For Nasdaq , the advance to decline ratio is 6 to 5 .",But the American Auto Pricing stocks up and down rate is 6:5 .,"for nasdaq , the advance to decline ratio be 6 to 5 .",but the american auto pricing stock up and down rate be 6:5 .,0.8636363636363636,0,7-9 8-10 12-12,,,,,,,
VOA_URD_20070708.0003-3-3,VOA_URD_20070708.0003,3,HITInput,About 100 million voted through internet and telephone .,Almost 10 billion people expressed their opinions on these wonders by cell phone and Internet .,about 100 million vote through internet and telephone .,almost 10 billion people express their opinion on these wonder by cell phone and internet .,0.8636363636363636,7,8-15 5-14 7-12,,,,,,,
groups.google.com_greenpartycn_b07aeae684cbc1b7_CMN_20060209_051800-27-0,groups.google.com_greenpartycn_b07aeae684cbc1b7_CMN_20060209_051800,27,HITInput,Landlords at lower levels had more independent power .,"Many layers of land feudal lords , from the top to the bottom , had more autonomy .",landlord at low level have more independent power .,"many layer of land feudal lord , from the top to the bottom , have more autonomy .",0.8636363636363636,9,5-15 4-14 6-16 8-17 3-1 2-12,,,,,,,
urd-WL-12-174278-7594553-8-2,urd-WL-12-174278-7594553,8,HITInput,The sick may use it as treatment while the healthy may use it as preventive .,The patient should undergo this treatment for recovery in order to regain health .,the sick may use it a treatment while the healthy may use it a preventive .,the patient should undergo this treatment for recovery in order to regain health .,0.8636363636363636,2,1-1 15-13 6-5 0-0 9-12,,,,,,,
ZBN20020317.0003-13-1,ZBN20020317.0003,13,HITInput,"However , Nasdaq 's advancer/decliner ratio is 6-5 .",The ratio of rising stocks to falling stocks is 6 to 5 in the American Automatic Quotation System .,"however , nasdaq 's advancer/decliner ratio be 6-5 .",the ratio of rise stock to fall stock be 6 to 5 in the american automatic quotation system .,0.8636363636363636,10,6-8 7-9 5-1 7-11 8-18,,,,,,,
VOM19981111_0700_1476-4-43,VOM19981111_0700_1476,4,HITInput,The following is the report in detail broadcasted by Mercury .,Please listen to the detailed contents of this report as follows . Announcer Kaiyue Ma .,the following be the report in detail broadcast by mercury .,please listen to the detailed content of this report a follow . announcer kaiyue ma .,0.8636363636363636,5,4-8 6-4 1-10 10-15,,,,,,,
chtb_248-8-31,chtb_248,8,HITInput,Vedionno expressed that he would convey their wishes to the Secretary-General of the United Nations .,Widyono agreed to forward the request to the UN Secretary General .,vedionno express that he would convey their wish to the secretary-general of the united nation .,widyono agree to forward the request to the un secretary general .,0.8636363636363636,4,10-10 5-3 9-7 15-11 10-9 14-8 8-6,,,,,,,
urd-WL-83-174268-11364090-post10-4-4,urd-WL-83-174268-11364090-post10,4,HITInput,The concept of marriage of widows and divorced is disappearing day by day .,Getting a divorcee or a widow married is becoming tougher with passing time .,the concept of marriage of widow and divorce be disappear day by day .,get a divorcee or a widow marry be become tougher with passing time .,0.8636363636363636,0,5-5 3-6 10-12 13-13,,,,,,,
chtb_226-6-3,chtb_226,6,HITInput,Keenana expressed gratitude to China for its great assistance to Tanzania in the past .,Kinan appreciated the large amount of aid provided by China .,keenana express gratitude to china for it great assistance to tanzania in the past .,kinan appreciate the large amount of aid provide by china .,0.8636363636363636,4,7-3 4-9 8-6 14-10,,,,,,,
chtb_248-1-43,chtb_248,1,HITInput,All parties of Cambodia agreed to attend the Round-table Conference of National Conciliation .,Cambodian political factions agree to meet for round table peace talks .,all party of cambodia agree to attend the round-table conference of national conciliation .,cambodian political faction agree to meet for round table peace talk .,0.8636363636363636,2,5-4 4-3 9-5 3-0 8-8 13-11 8-7,,,,,,,
