pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
news-C:1318,news-C:1318,,test,"'' it 's obvious I 'm not riding as well as years past '' , Armstrong said at a news conference .",'' I think it 's obvious I 'm not riding as well as I have in years past .,"'' it 's obvious i 'm not rid as well a year past '' , armstrong say at a news conference .",'' i think it 's obvious i 'm not rid as well a i have in year past .,0.3913043478260869,21-18 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-16 12-17 0-0 ,{},{},{},0-0 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-16 12-17 21-18 ,{},{},{}
news-C:546,news-C:546,,test,the numbers highlight a conundrum : the difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .,"as stark as the numbers themselves , is the conundrum they highlight : the growing difficulty of classifying racial and ethnic categories in an increasingly fluid and multi-ethnic society .",the number highlight a conundrum : the difficulty of classify racial and ethnic category in an increasingly fluid and multi-ethnic society .,"as stark a the number themselves , be the conundrum they highlight : the grow difficulty of classify racial and ethnic category in an increasingly fluid and multi-ethnic society .",0.2592592592592593,21-29 7-15 8-16 9-17 10-18 11-19 12-20 13-21 14-22 15-23 16-24 17-25 18-26 19-27 20-28 0-3 1-4 5-12 6-13 4-9 2-11 ,{},{},{},0-3 1-4 2-11 4-9 5-12 6-13 7-15 8-16 9-17 10-18 11-19 12-20 13-21 14-22 15-23 16-24 17-25 18-26 19-27 20-28 21-29 ,3-8 ,{},{}
news-C:369,news-C:369,,test,"Chirac , who can pardon a law-breaker , refused Humbert 's request last year but kept in close touch with the family .","Chirac , who has the authority to pardon law-breakers , refused Humbert 's request to be allowed to die last year but kept in close touch with the family .","chirac , who can pardon a law-breaker , refuse humbert 's request last year but keep in close touch with the family .","chirac , who have the authority to pardon law-breakers , refuse humbert 's request to be allow to die last year but keep in close touch with the family .",0.3448275862068966,22-29 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 7-9 8-10 9-11 10-12 11-13 0-0 1-1 2-2 6-8 4-7 ,{},{},{},0-0 1-1 2-2 3-3 3-4 3-5 3-6 4-7 6-8 7-9 8-10 9-11 10-12 11-13 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 ,{},{},{}
news-C:2619,news-C:2619,,test,"IAC 's stock closed yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","InterActiveCorp 's shares closed at $ 34.19 , down $ 2.81 , or 7.6 percent on the Nasdaq Stock Market .","iac 's stock close yesterday down $ 2.81 , or 7.6 percent , at $ 34.19 .","interactivecorp 's share close at $ 34.19 , down $ 2.81 , or 7.6 percent on the nasdaq stock market .",0.38095238095238093,16-20 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 2-2 3-3 1-1 ,{},{},{},1-1 2-2 3-3 5-8 6-9 7-10 8-11 9-12 10-13 11-14 13-4 14-5 15-6 16-20 ,0-0 ,{},{}
news-C:2141,news-C:2141,,test,"Congress twice passed partial birth bans , but former President Bill Clinton -LRB- news - web sites -RRB- , citing the need for a health exception , vetoed both measures .","Congress passed the measure twice and President Bill Clinton -lrb- news - web sites -rrb- , citing the lack of a health exception , vetoed it .","congress twice pass partial birth ban , but former president bill clinton -lrb- news - web sit -rrb- , cite the need for a health exception , vetoed both measure .","congress pass the measure twice and president bill clinton -lrb- news - web sit -rrb- , cite the lack of a health exception , veto it .",0.4117647058823529,30-26 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 23-20 24-21 25-22 26-23 2-1 0-0 21-18 29-3 28-2 27-24 1-4 ,{},{},{},0-0 1-4 2-1 7-5 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 17-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-23 27-24 ,3-3 4-3 5-3 28-25 29-25 ,{},{}
news-C:1010,news-C:1010,,test,the department also sent water and soil samples to the state health laboratory .,water samples are being sent to the state health department for analysis .,the department also send water and soil sample to the state health laboratory .,water sample be be send to the state health department for analysis .,0.4375,13-12 8-5 9-6 10-7 11-8 1-9 4-0 7-1 3-4 ,{},{},{},4-0 7-1 8-5 9-6 10-7 11-8 12-9 13-12 ,3-2 3-3 3-4 ,{},{}
news-C:2672,news-C:2672,,test,"three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora67 '' , to extend the contest until 6 p.m. EDT Sunday .","three such vigilante-style attacks forced the hacker organizer , who identified himself only as '' Eleonora[67] '' , to extend the contest until 3 p.m. Arizona time Sunday .","three such vigilante-style attack force the hacker organizer , who identify himself only a '' eleonora67 '' , to extend the contest until 6 p.m. edt sunday .","three such vigilante-style attack force the hacker organizer , who identify himself only a '' eleonora [ 67 ] '' , to extend the contest until 3 p.m. arizona time sunday .",0.3125,27-31 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-19 17-20 18-21 19-22 20-23 21-24 22-25 26-30 24-27 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 16-17 17-18 18-19 19-20 20-21 21-22 22-23 24-25 26-28 ,23-24 25-26 25-27 ,{},{}
news-C:2291,news-C:2291,,test,similar bills passed the House twice but died in the Senate .,"two years ago , the House passed a similar version that floundered in the Senate .",similar bill pass the house twice but die in the senate .,"two year ago , the house pass a similar version that flounder in the senate .",0.631578947368421,11-15 8-12 9-13 10-14 3-4 4-5 2-6 0-8 ,{},{},{},0-8 2-6 3-4 4-5 7-11 8-12 9-13 10-14 11-15 ,1-9 ,{},{}
news-C:2150,news-C:2150,,test,"the main change , said Jim Walton , CNN 's president , is a fundamental shift in the way CNN collects its news .","the main change , said CNN president Jim Walton , was a fundamental shift in the way the network collected its news .","the main change , say jim walton , cnn 's president , be a fundamental shift in the way cnn collect it news .","the main change , say cnn president jim walton , be a fundamental shift in the way the network collect it news .",0.09523809523809523,23-22 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 0-0 1-1 2-2 3-3 4-4 20-19 21-20 22-21 5-7 6-8 8-5 10-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-7 6-8 8-5 10-6 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 20-19 21-20 22-21 23-22 ,19-18 ,{},{}
news-C:1576,news-C:1576,,test,the panel ordered the Commerce Department to issue revised figures for the duties within 60 days .,it called on the Commerce Department to respond within 60 days .,the panel order the commerce department to issue revise figure for the duty within 60 day .,it call on the commerce department to respond within 60 day .,0.5789473684210527,16-11 3-3 4-4 5-5 6-6 13-8 14-9 15-10 ,{},{},{},2-1 2-2 3-3 4-4 5-5 6-6 13-8 14-9 15-10 16-11 ,0-0 1-0 7-7 8-7 9-7 10-7 11-7 12-7 ,{},{}
news-C:2493,news-C:2493,,test,Mr. Rowland attended a party in South Windsor for the families of Connecticut National Guard soldiers called to active duty .,Rowland was making an appearance at a holiday party for families of Connecticut National Guard soldiers assigned to duty in Iraq and Afghanistan .,mr. rowland attend a party in south windsor for the family of connecticut national guard soldier call to active duty .,rowland be make an appearance at a holiday party for family of connecticut national guard soldier assign to duty in iraq and afghanistan .,0.5483870967741935,20-23 10-10 11-11 12-12 13-13 14-14 15-15 4-8 3-6 1-0 19-18 8-9 17-17 ,{},{},{},0-0 1-0 2-1 2-2 2-3 2-4 2-5 3-6 4-8 8-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 19-18 20-23 ,{},{},{}
news-C:1110,news-C:1110,,test,"daughter Renee Jackson said she often made '' huge pots of , like , beans and rice with , like , meat and casseroles '' for the whole family .","their biological daughter Renee Jackson , 29 , said she made huge pots of beans and rice , and meat and casseroles .","daughter renee jackson say she often make '' huge pot of , like , bean and rice with , like , meat and casserole '' for the whole family .","their biological daughter renee jackson , 29 , say she make huge pot of bean and rice , and meat and casserole .",0.40740740740740744,29-22 0-2 1-3 2-4 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 3-8 4-9 6-10 ,{},{},{},0-2 1-3 2-4 3-8 4-9 6-10 8-11 9-12 10-13 14-14 15-15 16-16 21-19 22-20 23-21 29-22 ,{},{},{}
news-C:1893,news-C:1893,,test,"United said the new airline will expand next year to 40 Airbus A320 jets , each seating 156 passengers .","United said it the new airline use 40 jets , each seating 156 passengers .","unite say the new airline will expand next year to 40 airbus a320 jet , each seat 156 passenger .","unite say it the new airline use 40 jet , each seat 156 passenger .",0.40909090909090906,19-14 13-8 14-9 15-10 16-11 17-12 18-13 2-3 3-4 4-5 0-0 1-1 10-7 ,{},{},{},0-0 1-1 2-3 3-4 4-5 10-7 13-8 14-9 15-10 16-11 17-12 18-13 19-14 ,5-6 6-6 7-6 8-6 9-6 ,{},{}
news-C:707,news-C:707,,test,"special , sensitive light sensors pick up the telltale glow , he said .",a sensitive light detector then looks for the telltale blue glow .,"special , sensitive light sensor pick up the telltale glow , he say .",a sensitive light detector then look for the telltale blue glow .,0.6842105263157895,13-11 2-1 3-2 7-7 8-8 9-10 4-3 ,{},{},{},2-1 3-2 4-3 7-7 8-8 9-10 13-11 ,0-0 5-5 5-6 6-5 6-6 ,{},{}
news-C:1756,news-C:1756,,test,"'' she was crying and scared '' , said Isa Yasin , the owner of the store .","'' she was crying and she was really scared '' , said Yasin .","'' she be cry and scared '' , say isa yasin , the owner of the store .","'' she be cry and she be really scared '' , say yasin .",0.375,17-13 0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-8 6-9 7-10 8-11 10-12 17-13 ,{},{},{}
news-C:2565,news-C:2565,,test,British police claim they have been taking statements from more than 30 of the women .,British military police have also been taking statements from 30 of the women who have made the allegations .,british police claim they have be take statement from more than 30 of the woman .,british military police have also be take statement from 30 of the woman who have make the allegation .,0.4285714285714286,15-18 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 1-2 0-0 2-17 4-3 ,{},{},{},0-0 1-2 4-3 5-5 6-6 7-7 8-8 11-9 12-10 13-11 14-12 15-18 ,{},{},{}
news-C:50,news-C:50,,test,"the delegates said raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .","bin Laden 's men pointed out that raising and distributing funds has been complicated by the U.S. crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transfers .","the delegate say raising and distributing fund have be complicate by the u.s. crackdown on jihadi charitable foundation , bank account of terror-related organization and money transfer .","bin laden 's men point out that raise and distribute fund have be complicate by the u.s. crackdown on jihadi charitable foundation , bank account of terror-related organization and money transfer .",0.37142857142857144,27-31 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 2-4 3-7 5-9 4-8 ,{},{},{},2-4 2-5 3-7 4-8 5-9 6-10 7-11 8-12 9-13 10-14 11-15 12-16 13-17 14-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 22-26 23-27 24-28 25-29 26-30 27-31 ,0-0 0-1 0-2 0-3 1-0 1-1 1-2 1-3 ,{},{}
news-C:1451,news-C:1451,,test,"in a major setback to consumers , a federal judge granted the government 's request Thursday to shut down a company that helps customers buy cheaper prescription drugs from Canada .","a federal judge Thursday granted a request by the Food and Drug Administration to shut down RX Depot , a popular Internet company that sells cheaper prescription drugs from Canada .","in a major setback to consumer , a federal judge grant the government 's request thursday to shut down a company that help customer buy cheap prescription drug from canada .","a federal judge thursday grant a request by the food and drug administration to shut down rx depot , a popular internet company that sell cheap prescription drug from canada .",0.4864864864864865,30-30 25-25 26-26 27-27 28-28 29-29 7-0 8-1 9-2 16-13 17-14 18-15 6-18 20-22 21-23 14-6 10-4 12-12 11-8 15-3 19-19 ,{},{},{},7-0 8-1 9-2 10-4 11-8 12-9 12-10 12-11 12-12 13-5 13-7 14-6 15-3 16-13 17-14 18-15 19-19 20-22 21-23 25-25 26-26 27-27 28-28 29-29 30-30 ,22-24 23-24 24-24 ,{},{}
chtb_324-10-33,sent,10,real,"in china , they are trained indoor more often than outdoor .",at home they trained mostly indoors .,"in china , they be trained indoor more often than outdoor .",at home they train mostly indoors .,0.8823529411764706,11-6 5-3 8-4 6-5 3-2 ,{},{},{},{},{},{},{}
news-C:402,news-C:402,,test,"at best , Davydenko 's supporters were naively ignorant of tennis etiquette ; at worst , they cheated - yet went without penality from umpire Lars Graf .","at best , Davydenko 's supporters were naively ignorant to tennis etiquette ; at worst , they cheated -- yet went unpenalised by umpire Lars Graf .","at best , davydenko 's supporter be naively ignorant of tennis etiquette ; at bad , they cheat - yet go without penality from umpire lars graf .","at best , davydenko 's supporter be naively ignorant to tennis etiquette ; at bad , they cheat -- yet go unpenalised by umpire lars graf .",0.30000000000000004,27-26 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 24-23 25-24 26-25 19-19 20-20 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-21 23-22 24-23 25-24 26-25 27-26 ,{},{},{}
news-C:1772,news-C:1772,,test,"'' we have found the smoking gun '' , investigating board member Scott Hubbard said .","'' we have found the smoking gun '' , said Hubbard , director of NASA 's Ames Research Center in California .","'' we have find the smoking gun '' , investigate board member scott hubbard say .","'' we have find the smoking gun '' , say hubbard , director of nasa 's ames research center in california .",0.5416666666666667,15-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 13-10 14-9 9-17 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 12-10 13-10 14-9 15-21 ,9-12 9-13 9-14 9-15 9-16 9-17 9-18 9-19 9-20 10-12 10-13 10-14 10-15 10-16 10-17 10-18 10-19 10-20 11-12 11-13 11-14 11-15 11-16 11-17 11-18 11-19 11-20 ,{},{}
news-C:1945,news-C:1945,,test,the rebels suspended peace talks with the government April 21 citing a lack of progress .,the Liberation Tigers of Tamil Eelam suspended peace talks April 21 citing a lack of progress .,the rebel suspend peace talk with the government april 21 cite a lack of progress .,the liberation tiger of tamil eelam suspend peace talk april 21 cite a lack of progress .,0.368421052631579,15-16 8-9 9-10 10-11 11-12 12-13 13-14 14-15 2-6 3-7 4-8 ,{},{},{},0-0 1-1 1-2 1-3 1-4 1-5 2-6 3-7 4-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 ,{},{},{}
news-C:362,news-C:362,,test,Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"her son would get upset , his mom said , but then turn around and befriend his taunters .",brian brabazon say his son would get upset but then turn around and befriend his taunters .,"her son would get upset , his mom say , but then turn around and befriend his taunters .",0.26315789473684215,16-18 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 4-1 5-2 6-3 7-4 2-8 ,{},{},{},2-8 4-1 5-2 6-3 7-4 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 ,{},{},{}
news-C:1315,news-C:1315,,test,"'' I will pass on to him -LRB- Mr. Cheney -RRB- that Canada still remains a safe , secure and reliable supply of energy '' , Mr. Klein said Sunday .","'' I will pass on to him that Canada still remains a safe , secure and reliable supply of energy '' .","'' i will pass on to him -lrb- mr. cheney -rrb- that canada still remain a safe , secure and reliable supply of energy '' , mr. klein say sunday .","'' i will pass on to him that canada still remain a safe , secure and reliable supply of energy '' .",0.25,30-21 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 30-21 ,{},{},{}
news-C:1729,news-C:1729,,test,"it is so far out in international water that the finder Odyssey Marine Exploration , of Tampa , Fla. , does not have to share the wealth with any governments .","and because it is so far out in international water , salvage company Odyssey Marine Exploration does n't have to share the wealth with coastal state governments .","it be so far out in international water that the finder odyssey marine exploration , of tampa , fla. , do not have to share the wealth with any government .","and because it be so far out in international water , salvage company odyssey marine exploration do n't have to share the wealth with coastal state government .",0.4,30-27 0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-9 22-18 23-19 24-20 25-21 26-22 27-23 11-13 12-14 13-15 29-26 20-16 21-17 ,{},{},{},0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-9 11-13 12-14 13-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 29-26 30-27 ,8-1 10-11 10-12 28-24 28-25 ,{},{}
news-C:2162,news-C:2162,,test,"'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said lead director H. Carl McCall in a statement .","'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , said Carl McCall , the lead director of the NYSE board .","'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , say lead director h. carl mccall in a statement .","'' the committee will define the role of the interim chairman and recommend an individual to fill that role '' , say carl mccall , the lead director of the nyse board .",0.2068965517241379,30-32 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-26 23-27 25-22 26-23 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-26 23-27 25-22 26-23 30-32 ,{},{},{}
news-C:1006,news-C:1006,,test,"he praised the work of the Rhodes Trust , saying that it was a Rhodes scholar at Oxford who first interested him in politics .","Blair praised the work of the Rhodes Trust , saying it was an Australian Rhodes Scholar he met while at Oxford who first interested him in politics .","he praise the work of the rhodes trust , say that it be a rhodes scholar at oxford who first interest him in politics .","blair praise the work of the rhodes trust , say it be an australian rhodes scholar he meet while at oxford who first interest him in politics .",0.25,24-27 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 11-10 12-11 14-14 15-15 13-12 ,{},{},{},1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-14 15-15 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27 ,0-0 ,{},{}
news-C:2489,news-C:2489,,test,some Boston managers are concerned that banning smoking will create safety hazards as groups of smokers huddle outside bars and nightclubs .,some Boston bar managers said they worry that banning smoking will create a hazard as groups of smokers huddle outside on sidewalks and in parking lots to smoke .,some boston manager be concern that ban smoking will create safety hazard a group of smoker huddle outside bar and nightclub .,some boston bar manager say they worry that ban smoking will create a hazard a group of smoker huddle outside on sidewalk and in park lot to smoke .,0.4375,21-28 11-13 12-14 13-15 14-16 15-17 16-18 17-19 5-7 6-8 7-9 8-10 9-11 0-0 1-1 2-3 4-6 18-2 ,{},{},{},0-0 1-1 2-3 3-6 4-6 5-7 6-8 7-9 8-10 9-11 11-13 12-14 13-15 14-16 15-17 16-18 21-28 ,0-5 1-5 2-5 17-19 17-20 17-21 17-22 17-23 17-24 17-25 18-19 18-20 18-21 18-22 18-23 18-24 18-25 19-19 19-20 19-21 19-22 19-23 19-24 19-25 20-19 20-20 20-21 20-22 20-23 20-24 20-25 ,{},{}
VOM19981230_0700_0515-1-14,sent,1,real,disagreement occurred among several key u.s. republican congressmen over president clinton &apos;s impeachment trial .,some important figures of the american republic party viewed divergently on the judicial issue of impeaching president clinton .,disagreement occur among several key u.s. republican congressman over president clinton &apos;s impeachment trial .,some important figure of the american republic party view divergently on the judicial issue of impeach president clinton .,0.896551724137931,14-18 9-16 10-17 12-15 13-12 5-5 6-6 4-1 ,{},{},{},{},{},{},{}
news-C:2409,news-C:2409,,test,"'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , said Carolyn Greene Bennett , Cedar Grove 's town recorder .","'' we 're a quiet , peaceful town of 862 people and nothing ever happens '' , Bennett said .","'' we 're a quiet , peaceful town of 862 people and nothing ever happen '' , say carolyn greene bennett , cedar grove 's town recorder .","'' we 're a quiet , peaceful town of 862 people and nothing ever happen '' , bennett say .",0.25,27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 20-17 18-17 19-17 17-18 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-18 20-17 27-19 ,{},{},{}
news-C:2540,news-C:2540,,test,two officials initially said about 300 workers had been arrested at 61 stores in 21 states .,but the officials later revised the numbers and said about 250 had been arrested at some 60 stores .,two official initially say about 300 worker have be arrest at 61 store in 21 state .,but the official later revise the number and say about 250 have be arrest at some 60 store .,0.6538461538461539,16-18 7-11 8-12 9-13 10-14 3-8 4-9 12-17 1-2 ,{},{},{},1-2 3-8 4-9 7-11 8-12 9-13 10-14 12-17 16-18 ,5-10 11-15 11-16 ,{},{}
news-C:578,news-C:578,,test,"those findings , published in today 's Journal of the American Medical Association , are the latest bad news about estrogen-progestin therapy .","the findings , published Tuesday in the Journal of the American Medical Association , were the latest bad news about estrogen-progestin therapy .","those finding , publish in today 's journal of the american medical association , be the late bad news about estrogen-progestin therapy .","the finding , publish tuesday in the journal of the american medical association , be the late bad news about estrogen-progestin therapy .",0.18181818181818177,22-22 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 1-1 2-2 3-3 5-4 4-5 ,{},{},{},0-0 1-1 2-2 3-3 4-5 7-7 8-8 9-9 10-10 11-11 12-12 13-13 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 ,5-4 14-14 ,{},{}
news-C:2466,news-C:2466,,test,"'' we 're optimistic we can deliver the vaccine to these people in time to do good '' , said Dr. David Fleming of the Centers for Disease Control and Prevention .","'' we 're optimistic we can deliver the vaccine to these people in time to do good '' , said Dr. David Fleming , the CDC 's deputy director for Public Health and Science .","'' we 're optimistic we can deliver the vaccine to these people in time to do good '' , say dr. david fleming of the center for disease control and prevention .","'' we 're optimistic we can deliver the vaccine to these people in time to do good '' , say dr. david fleming , the cdc 's deputy director for public health and science .",0.34285714285714286,31-34 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 24-24 31-34 ,25-25 26-25 27-25 28-25 ,{},{}
news-C:1878,news-C:1878,,test,I was surprised it turned out me talking and the president just listening .,'' I was surprised it turned out me talking and the president just listening . . . it was mostly a monologue '' .,i be surprise it turn out me talk and the president just listening .,'' i be surprise it turn out me talk and the president just listening . . . it be mostly a monologue '' .,0.2222222222222222,13-21 0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 ,{},{},{},0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-23 ,{},{},{}
news-C:380,news-C:380,,test,"like-for-like sales for the 17 weeks to 27 December were flat , while the gross margin fell by 2 percentage points , the company said .","UK retail like-for-like sales for the 17 weeks to December 27 were flat , with gross margin down two percentage points .","like-for-like sale for the 17 week to 27 december be flat , while the gross margin fell by 2 percentage point , the company say .","uk retail like-for-like sale for the 17 week to december 27 be flat , with gross margin down two percentage point .",0.3928571428571429,25-21 0-2 1-3 2-4 3-5 4-6 5-7 6-8 9-11 10-12 11-13 14-15 15-16 19-19 20-20 7-10 8-9 18-18 ,{},{},{},0-2 1-3 2-4 3-5 4-6 5-7 6-8 7-10 8-9 9-11 10-12 11-13 12-14 14-15 15-16 18-18 19-19 20-20 25-21 ,16-17 17-17 ,{},{}
news-C:1564,news-C:1564,,test,"'' this is a cloud hanging over their credibility , their word '' , said Hagel .","'' this is a cloud hanging over their credibility , their word '' , Hagel said on ABC 's '' This Week '' .","'' this be a cloud hanging over their credibility , their word '' , say hagel .","'' this be a cloud hanging over their credibility , their word '' , hagel say on abc 's '' this week '' .",0.2222222222222222,16-23 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 15-14 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-15 15-14 16-23 ,{},{},{}
news-C:1173,news-C:1173,,test,White House officials say Iran has one last chance to comply with IAEA inspection demands .,a White House spokesman added that Iran had '' one last chance '' to comply with its disarmament obligations .,white house official say iran have one last chance to comply with iaea inspection demand .,a white house spokesman add that iran have '' one last chance '' to comply with it disarmament obligation .,0.5416666666666667,15-19 6-9 7-10 8-11 9-13 10-14 11-15 0-1 1-2 4-6 5-7 3-4 ,{},{},{},0-1 1-2 2-3 4-6 6-9 7-10 8-11 9-13 10-14 11-15 15-19 ,3-4 5-7 12-16 12-17 12-18 13-16 13-17 13-18 14-16 14-17 14-18 ,{},{}
news-C:2317,news-C:2317,,test,"in Chatsworth , 52km north-west of Los Angeles , residents of multimillion-dollar homes there were being told to begin gathering their belongings .","in Chatsworth , 32 miles northwest of Los Angeles , residents of multimillion-dollar homes there were told to gather their belongings .","in chatsworth , 52km north-west of los angeles , resident of multimillion-dollar home there be be tell to begin gather their belonging .","in chatsworth , 32 mile northwest of los angeles , resident of multimillion-dollar home there be tell to gather their belonging .",0.26086956521739135,22-21 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 19-18 20-19 21-20 0-0 1-1 2-2 16-16 17-17 4-5 ,{},{},{},0-0 1-1 2-2 3-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 16-16 17-17 19-18 20-19 21-20 22-21 ,{},{},{}
ZBN19981003_0153-8-15,sent,8,real,hong kong officials blamed the 150-year british colonial rule for complicating the citizenship status for many hong kong residents .,some hongkong officials complained that over 150 years of colonization by great britain has made it difficult for hongkong residents to claim their identities .,hong kong official blame the 150-year british colonial rule for complicate the citizenship status for many hong kong resident .,some hongkong official complain that over 150 year of colonization by great britain have make it difficult for hongkong resident to claim their identity .,0.8888888888888888,19-24 5-6 5-7 2-2 6-12 7-9 18-19 15-11 ,{},{},{},{},{},{},{}
news-C:1778,news-C:1778,,test,"the MDC said a supporter , Tichaona Kaguru , died in hospital on Wednesday after being tortured and assaulted by soldiers putting down the protests .","the MDC said that an opposition supporter , Tichaona Kaguru , died in hospital after being tortured and assaulted by the soldiers putting down the anti-Mugabe protests .","the mdc say a supporter , tichaona kaguru , die in hospital on wednesday after be torture and assault by soldier put down the protest .","the mdc say that an opposition supporter , tichaona kaguru , die in hospital after be torture and assault by the soldier put down the anti-mugabe protest .",0.25,25-27 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 14-14 15-15 16-16 17-17 18-18 19-19 20-21 21-22 22-23 23-24 0-0 1-1 2-2 24-26 3-4 ,{},{},{},0-0 1-1 2-2 3-4 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 14-14 15-15 16-16 17-17 18-18 19-19 20-21 21-22 22-23 23-24 24-26 25-27 ,{},{},{}
